PU;NAME;WGMS_ID;SURVEY_ID;SURVEY_DATE;REFERENCE_DATE;AREA_SURVEY_YEAR;AREA_CHANGE;ELEV_CH;ELEV_CH_UNC;INVESTIGATOR;SPONS_AGENCY;REFERENCE;REMARKS
US;GULKANA;90;29;19930612;19540618;17;-1500;-10900;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Echelmeyer, K.A., et al., 1996, J. Glaciol., 42, 538-547, 10.3198/1996JoG42-142-538-547";Methods used for survey/reference years are: AP/AL.
US;GULKANA;90;28;19930711;19740907;17.1;-1300;-4890;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Cox, L.H., and R.S. March, 2004, J. Glaciol., 50, 363-370, 10.3189/172756504781829855";Methods used for survey/reference years are: AP/AP.
US;GULKANA;90;27;19930711;19740907;;;-6666;;;;Echelmeyer, K.A., et al., 1996, J. Glaciol., 42, 538-547, 10.3198/1996JoG42-142-538-547;map photography/profile date
US;GULKANA;90;31;19930908;19740920;;;-6000;700;Leif Cox, Rod March;"USGS; 3400 Shell Street; Fairbanks, AK 99701";;Survey dates are dates of adjusted thickness change to coincide with glaciological balance dates, not dates of photogrammetry.
US;GULKANA;90;32;19950517;19540618;;;-17767;5850;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;GULKANA;90;33;19950517;19930612;17;0;-7550;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497; Echelmeyer, K.A., et al., 1996, J. Glaciol., 42, 538-547, 10.3198/1996JoG42-142-538-547";Methods used for survey/reference years are: AL/AL.
US;GULKANA;90;35;19990818;19930711;17.1;0;-6440;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Cox, L.H., and R.S. March, 2004, J. Glaciol., 50, 363-370, 10.3189/172756504781829855";Methods used for survey/reference years are: AP/AP.
US;GULKANA;90;36;20000609;19950517;20;0;-3950;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;GUYOT NORTH BRANCH;3552;1595;20070826;20050902;;;-4022;1356;;;Arendt, A.A., et al., 2008, J. Glaciol., 54, 778-787, 10.3189/002214308787780067;
US;GUYOT SOUTH BRANCH;3553;1596;20070826;20050902;;;1422;1378;;;Arendt, A.A., et al., 2008, J. Glaciol., 54, 778-787, 10.3189/002214308787780067;
US;HANGING;3389;1295;19940701;19560701;;;-380;7524;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;HANGING;3389;1296;19940701;19560701;0.8;0;-500;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Rabus, B.T., and K.A. Echelmeyer, 1998, J. Glaciol., 44, 333-351, 10.3198/1998JoG44-147-333-351";Methods used for survey/reference years are: AP/TG.
US;HARVARD;160;83;20010521;19570701;;;7822;3960;;;Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436;
US;HAYDEN;3541;1581;19999999;19729999;59;;-38000;;;;Muskett, R.R., et al., 2008, J. Glaciol., 54, 788-300, 10.3189/002214308787779915;SRTM Xband/ USGS DEM
US;HIDDEN;3554;1597;19960604;19500701;;;-80000;3840;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;HIDDEN;3554;1598;20070826;20050902;;;-4756;1422;;;Arendt, A.A., et al., 2008, J. Glaciol., 54, 778-787, 10.3189/002214308787780067;
US;HOLGATE;3390;1297;19940529;19500805;64.05;-250;-16300;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Aðalgeirsdóttir, G., et al., 1998, J. Glaciol., 44, 570-582, 10.3198/1998JoG44-148-570-582";Methods used for survey/reference years are: AP/AL.
US;HOLGATE;3390;1298;19940529;19500805;;;-14178;6160;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;HOLGATE;3390;1299;19940529;19500805;67.3;-100;-10120;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AP/AL.
US;HOLGATE;3390;1300;20000210;19940529;67.3;0;-6850;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AL/SI.
US;HUBBARD;87;23;20000502;19590701;;;4510;5166;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;HUBBARD;87;24;20070610;20030825;;;3467;489;;;Arendt, A.A., et al., 2008, J. Glaciol., 54, 778-787, 10.3189/002214308787780067;
US;HUMES;214;126;20099999;19879999;1.48;-442;-49383;;;;Riedel et al. (2015), J. Glaciol. 61(225), 8-16.;Area change 1980-2009 estimated from Table 1, and volume change 1987-2009 from Table 2, both in Riedel et al. (2015).
US;ISABELLE;1358;872;19640930;19630924;0.116;0;-290;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Outcalt, S.I., and D.D. McPhail, 1965, A Survey of Neoglaciation in the Front Range of Colorado, 124p";Methods used for survey/reference years are: AP/AP.
US;JOHNS HOPKINS;137;59;20000210;19480701;105.366;0;21320;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
US;KACHEMAK;3391;1302;19960519;19520701;;;-16500;5850;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;KACHEMAK;3391;1301;19960519;19520815;54.15;-750;-16300;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Aðalgeirsdóttir, G., et al., 1998, J. Glaciol., 44, 570-582, 10.3198/1998JoG44-148-570-582";Methods used for survey/reference years are: AP/AL.
US;KACHEMAK;3391;1303;19960519;19520815;22.8;-1000;-17160;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AP/AL.
US;KACHEMAK;3391;1304;20000210;19960519;22.8;0;-2520;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AL/SI.
US;KAHILTNA;3392;1305;19940731;19510701;;;-19780;4257;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;KASKAWULSH;3393;1306;19950521;19770701;854;0;-28440;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AP/AL.
US;KASKAWULSH;3393;1307;20000529;19950521;854;0;-2550;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;KLUTLAN;3557;1604;20070819;20030819;;;-2178;400;;;Arendt, A.A., et al., 2008, J. Glaciol., 54, 778-787, 10.3189/002214308787780067;
US;KNIK NORTH;4333;1692;20040908;19549999;;;-13333;4500;;;Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436;
US;KNIK SOUTH;4332;1691;20040908;19549999;;;-27778;4000;;;Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436;
US;LAMPLUGH;114;48;19950604;19480701;;;17233;4230;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;LAPEROUSE;146;64;20000210;19480701;101.724;0;-15080;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
US;LECONTE;206;111;19960615;19480701;;;-25067;5280;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;LECONTE;206;112;19990531;19960615;454;0;-7110;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;LECONTE;206;113;20000210;19480701;293.763;0;-48360;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
US;LEMON CREEK;3334;1182;19570918;19480701;12.606;-190;-1930;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Marcus, M.G., et al., 1995, Phys. Geogr., 16, 150-161";Methods used for survey/reference years are: AP/AP.
US;LEMON CREEK;3334;1184;19890828;19570918;11.728;-880;-10800;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Marcus, M.G., et al., 1995, Phys. Geogr., 16, 150-161; Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135";Methods used for survey/reference years are: AP/AP.
US;LEMON CREEK;3334;1183;19899999;19549999;;;-10688;;;;Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135;aerial photogrm/airborne surface elevation profiling
US;LEMON CREEK;3334;1187;19950531;19480701;;;-33944;6110;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;LEMON CREEK;3334;1189;19950531;19570918;11.71;-900;-13800;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135";Methods used for survey/reference years are: AP/AL.
US;LEMON CREEK;3334;1185;19950531;19890828;11.71;-20;-2800;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Marcus, M.G., et al., 1995, Phys. Geogr., 16, 150-161; Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135";Methods used for survey/reference years are: AP/AL.
US;LEMON CREEK;3334;1188;19959999;19579999;;;-13279;;;;Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135;aerial photogrm/airborne surface elevation profiling
US;LEMON CREEK;3334;1186;19959999;19899999;;;-2591;;;;Miller, M.M., and M.S. Pelto, 1999, Geogr. Ann., 81A, 671-681, 10.1111/j.0435-3676.1999.00095.x;aerial photogrammetry
US;LEMON CREEK;3334;1190;19990604;19950531;14;0;-5880;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;LITTLE DINGLESTADT;3394;1308;19960519;19520815;34.5;-300;-8800;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AP/AL.
US;LITTLE DINGLESTADT;3394;1310;19960519;19520815;;;-8800;5940;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;LITTLE DINGLESTADT;3394;1309;19960519;19520815;31;-500;-18600;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Aðalgeirsdóttir, G., et al., 1998, J. Glaciol., 44, 570-582, 10.3198/1998JoG44-148-570-582";Methods used for survey/reference years are: AP/AL.
US;LITTLE DINGLESTADT;3394;1311;20000210;19960519;34.5;0;-810;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AL/SI.
US;LITTLE JARVIS;3395;1312;19940601;19560701;;;0;6498;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;LITTLE JARVIS;3395;1314;19950531;19570918;2.45;-50;0;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135";Methods used for survey/reference years are: AP/AL.
US;LITTLE JARVIS;3395;1313;19959999;19579999;;;0;;;;Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135;aerial photogrm/airborne surface elevation profiling
US;LITUYA;149;65;20000210;19480701;36.667;0;-3120;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
US;LOGAN;3558;1605;20070819;20030819;;;-1556;578;;;Arendt, A.A., et al., 2008, J. Glaciol., 54, 778-787, 10.3189/002214308787780067;
US;MALASPINA;3347;1195;19950605;19720701;;;-21467;4600;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;MALASPINA;3347;1196;20000605;19950605;3190;0;-4750;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;MALASPINA;3347;1197;20070828;20030825;;;-4889;711;;;Arendt, A.A., et al., 2008, J. Glaciol., 54, 778-787, 10.3189/002214308787780067;
US;MARCUS BAKER;3545;1587;20040906;19549999;;;-35556;3500;;;Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436;
US;MARGERIE;133;58;20000210;19480701;58.485;0;17160;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
US;MARVINE;3542;1582;19999999;19729999;223;;-57000;;;;Muskett, R.R., et al., 2008, J. Glaciol., 54, 788-300, 10.3189/002214308787779915;intermap tech.  Xband - SRTM Xband
US;MARVINE;3542;1583;20029999;19999999;155;;-3000;;;;Muskett, R.R., et al., 2008, J. Glaciol., 54, 788-300, 10.3189/002214308787779915;SRTM Xband/ USGS DEM
US;MATANUSKA E;3546;1588;20040906;19579999;;;-7833;3290;;;Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436;
US;MATANUSKA W;3547;1589;20040906;19579999;;;-1044;2350;;;Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436;
US;MC CARTY;3396;1317;19960520;19500701;;;3067;6440;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;MC CARTY;3396;1315;19960520;19500809;107.22;-1380;6200;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Aðalgeirsdóttir, G., et al., 1998, J. Glaciol., 44, 570-582, 10.3198/1998JoG44-148-570-582";Methods used for survey/reference years are: AP/AL.
US;MC CARTY;3396;1316;19960520;19500809;119.4;-5200;-6900;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AP/AL.
US;MC CARTY;3396;1318;20000210;19960520;119.4;0;-1050;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AL/SI.
US;MCCALL;1388;880;19710801;19580826;6.27;0;-1850;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Dorrer, E., and G. Wendler, 1976, J. Glaciol., 17, 479-490, 10.3198/1976JoG17-77-479-490";Methods used for survey/reference years are: AP/AP.
US;MCCALL;1388;881;19719999;19589999;;;-1790;;;;Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135;aerial photogrm/airborne surface elevation profiling
US;MCCALL;1388;882;19720805;19560701;7.4;0;-3020;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Rabus, B.T., and K.A. Echelmeyer, 1998, J. Glaciol., 44, 333-351, 10.3198/1998JoG44-147-333-351";Methods used for survey/reference years are: AP/TT.
US;MCCALL;1388;886;19930601;19560701;6;0;-10360;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AP/AL.
US;MCCALL;1388;884;19930727;19560701;5.8;0;-11600;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Rabus, B.T., and K.A. Echelmeyer, 1998, J. Glaciol., 44, 333-351, 10.3198/1998JoG44-147-333-351";Methods used for survey/reference years are: AP/TT.
US;MCCALL;1388;892;19930727;19560701;6.26;-170;-12950;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Nolan, M., et al., 2005, Ann. Glaciol., 42, 409-416, 10.3189/172756405781812943";Methods used for survey/reference years are: AP/AL.
US;MCCALL;1388;888;19930727;19560701;6;-200;-10500;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135";Methods used for survey/reference years are: AP/AL.
US;MCCALL;1388;885;19930727;19720805;5.8;0;-8580;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Rabus, B.T., and K.A. Echelmeyer, 1998, J. Glaciol., 44, 333-351, 10.3198/1998JoG44-147-333-351";Methods used for survey/reference years are: TT/TT.
US;MCCALL;1388;891;19930805;19720805;6.88;-520;-7700;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Rabus, B.T., et al., 1995, Ann. Glaciol., 21, 231-239";Methods used for survey/reference years are: TT/XX.
US;MCCALL;1388;890;19939999;19569999;;;-9877;;;;Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135;aerial photogrm/airborne surface elevation profiling
US;MCCALL;1388;887;19939999;19720830;;;-14389;2590;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;MCCALL;1388;889;19939999;19720830;7.23;;-8543;;;;;Area from table MASS_BALANCE.
US;MCCALL;1388;883;19939999;19729999;;;-8488;;;;Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135;aerial photogrm/airborne surface elevation profiling
US;MCCALL;1388;893;19940815;19920815;7.4;0;-1440;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Rabus, B.T., and K.A. Echelmeyer, 1998, J. Glaciol., 44, 333-351, 10.3198/1998JoG44-147-333-351";Methods used for survey/reference years are: TG/TG.
US;MCCALL;1388;894;20020815;19930727;6.22;-40;-4250;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Nolan, M., et al., 2005, Ann. Glaciol., 42, 409-416, 10.3189/172756405781812943";Methods used for survey/reference years are: AL/TG.
US;MENDENHALL;122;49;19950603;19480701;;;-45433;4700;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;MENDENHALL;122;50;19950801;19480701;97.57;-1890;-40420;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Motyka, R.J., et al., 2003, Global Planet. Change, 35, 93-112, 10.1016/S0921-8181(02)00138-8";Methods used for survey/reference years are: AP/AL.
US;MENDENHALL;122;52;19990604;19950603;97.39;-180;-5680;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;MENDENHALL;122;51;19990801;19950801;97.39;-180;-5160;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Motyka, R.J., et al., 2003, Global Planet. Change, 35, 93-112, 10.1016/S0921-8181(02)00138-8";Methods used for survey/reference years are: AL/AL.
US;MENDENHALL;122;53;20000801;19990801;97.34;-50;850;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Motyka, R.J., et al., 2003, Global Planet. Change, 35, 93-112, 10.1016/S0921-8181(02)00138-8";Methods used for survey/reference years are: AL/AL.
US;MOOMAW;3571;1621;19640930;19630924;0.058;0;-1100;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Outcalt, S.I., and D.D. McPhail, 1965, A Survey of Neoglaciation in the Front Range of Colorado, 124p";Methods used for survey/reference years are: AP/AP.
US;NABESNA;3397;1319;20000620;19570701;;;-7310;2709;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;NAVAJO;1357;871;19640930;19630924;0.024;0;590;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Outcalt, S.I., and D.D. McPhail, 1965, A Survey of Neoglaciation in the Front Range of Colorado, 124p";Methods used for survey/reference years are: AP/AP.
